City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
1587,Ulaanbaatar,MN,47.9077,106.8832,21.33,49,0,2.24,clear sky
1588,Hengyang,CN,26.8881,112.615,64.67,28,95,4.74,overcast clouds
1589,Boves,IT,44.332,7.5514,42.85,56,52,2.77,broken clouds
1590,Naryan-Mar,RU,67.6713,53.087,-14.82,100,24,1.79,few clouds
1591,Shahr-E Babak,IR,30.1165,55.1186,48.99,41,0,4.99,clear sky
1592,Naters,CH,46.3254,7.9891,45.97,97,100,3.89,moderate rain
1593,Caraballeda,VE,10.6112,-66.8522,76.37,81,75,0.0,broken clouds
1594,Samana,DO,19.2056,-69.3369,75.24,86,75,7.05,broken clouds
1595,Pervoye Maya,RU,56.164,44.7196,31.71,84,91,13.71,overcast clouds
1596,Imeni Poliny Osipenko,RU,52.4201,136.4853,-12.55,99,6,4.74,clear sky
1597,Axim,GH,4.8699,-2.2405,79.68,85,100,5.84,overcast clouds
1598,Manutuke,NZ,-38.6833,177.9167,71.98,81,100,5.55,moderate rain
1599,Palafrugell,ES,41.9174,3.1631,46.35,84,0,3.0,clear sky
1600,Taiyuan,CN,37.8694,112.5603,46.26,19,0,4.47,clear sky
1601,Camana,PE,-16.6228,-72.7111,67.17,83,100,6.55,overcast clouds
1602,Meiganga,CM,6.5167,14.3,77.79,47,66,2.91,broken clouds
1603,Verona,IT,45.4167,11.0333,40.55,86,0,3.44,clear sky
1604,Kupang,ID,-10.1667,123.5833,88.38,70,75,4.61,broken clouds
1605,Suda,RU,59.1525,37.5582,17.71,94,100,7.47,overcast clouds
1606,Mananara,MG,-16.1667,49.7667,81.72,71,24,7.47,light rain
1607,Zavodskoy,RU,43.4597,132.2922,15.39,40,50,8.95,scattered clouds
1608,Nimbahera,IN,24.6167,74.6833,74.98,40,0,6.26,clear sky
1609,Galich,RU,58.3797,42.3475,26.06,90,100,11.95,overcast clouds
1610,Zalantun,CN,48.0,122.7167,18.18,54,18,6.24,few clouds
1611,Aykhal,RU,66.0,111.5,6.42,94,100,10.58,overcast clouds
1612,Dongsheng,CN,39.8161,109.9776,36.41,17,15,8.12,few clouds
1613,Carlsbad,US,33.1581,-117.3506,60.31,88,90,0.0,mist
1614,Teodoro Sampaio,BR,-22.5325,-52.1675,70.09,71,1,12.62,clear sky
1615,Kasongo,CD,-4.45,26.6667,77.59,80,100,0.58,overcast clouds
1616,Tongren,CN,27.7172,109.1853,63.55,48,100,4.27,overcast clouds
1617,Kulu,TR,39.0951,33.0799,44.65,70,96,3.49,overcast clouds
1618,Namtsy,RU,62.7161,129.6658,-34.49,93,100,11.18,overcast clouds
1619,Ocean City,US,39.2776,-74.5746,46.0,67,99,1.01,overcast clouds
1620,Formosa Do Rio Preto,BR,-11.0483,-45.1931,69.15,97,100,2.84,overcast clouds
1621,Araxa,BR,-19.5933,-46.9406,62.06,95,0,6.64,clear sky
1622,Polson,US,47.6936,-114.1632,36.72,75,100,1.41,overcast clouds
1623,Douala,CM,4.0483,9.7043,79.92,81,43,2.42,scattered clouds
1624,Krivosheino,RU,57.3431,83.9261,23.83,90,100,13.71,overcast clouds
1625,Little Current,CA,45.9793,-81.9248,33.89,95,100,14.29,light snow
1626,Koshurnikovo,RU,54.1667,93.3,27.77,89,100,7.07,overcast clouds
1627,Baikunthpur,IN,23.25,82.55,78.76,37,72,4.36,broken clouds
1628,Kilindoni,TZ,-7.9139,39.6668,80.96,79,74,11.5,moderate rain
1629,Ormara,PK,25.2088,64.6357,75.27,48,0,3.76,clear sky
1630,Lively,CA,46.4334,-81.1498,31.01,91,100,6.89,light snow
1631,Saiha,IN,22.4833,92.9667,75.69,54,100,2.48,overcast clouds
1632,Notre-Dame-Du-Lac,CA,47.6136,-68.7964,14.34,78,15,9.8,few clouds
1633,Placido De Castro,BR,-10.3353,-67.1856,72.81,91,100,2.64,overcast clouds
1634,Jutai,BR,-5.1833,-68.9,71.15,97,100,1.41,overcast clouds
1635,Luebo,CD,-5.35,21.4167,76.51,86,100,1.48,overcast clouds
1636,Nuuk,GL,64.1835,-51.7216,27.21,50,90,19.57,light snow
1637,Plouzane,FR,48.3833,-4.6167,48.38,87,75,13.8,broken clouds
1638,Sioux Lookout,CA,50.1001,-91.917,16.18,86,90,14.97,light snow
1639,Atherton,GB,53.5237,-2.4935,42.89,85,8,8.01,clear sky
1640,Berasia,IN,23.6333,77.4333,73.85,36,3,8.25,clear sky
1641,Ngaoundere,CM,7.3167,13.5833,75.85,39,65,2.24,broken clouds
1642,Ellisras,ZA,-23.6649,27.7443,89.58,34,6,20.02,clear sky
1643,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,94,40,3.98,scattered clouds
1644,Slyudyanka,RU,51.6594,103.7061,36.41,71,100,2.21,overcast clouds
1645,Governador Valadares,BR,-18.8511,-41.9494,68.25,93,90,1.23,overcast clouds
1646,Garh Maharaja,PK,30.8339,71.9053,76.78,14,0,4.12,clear sky
1647,Baherden,TM,38.4362,57.4316,45.34,75,87,6.55,overcast clouds
1648,Kerman,IR,30.2832,57.0788,48.06,57,20,0.0,few clouds
1649,Woodmere,US,40.6321,-73.7126,40.98,58,75,1.99,broken clouds
1650,Madang,PG,-5.2246,145.7966,82.44,86,97,6.91,overcast clouds
1651,Dzhankoy,UA,45.7167,34.4,47.46,91,100,3.22,overcast clouds
1652,Jacareacanga,BR,-6.2222,-57.7528,72.77,100,100,0.69,light rain
1653,General Pico,AR,-35.6566,-63.7568,60.44,96,99,5.82,light rain
1654,Montes Altos,BR,-5.8333,-47.0667,77.49,98,99,2.3,overcast clouds
1655,Kawambwa,ZM,-9.7915,29.0791,77.74,37,3,7.58,clear sky
1656,Serpa,PT,37.9458,-7.5975,44.56,92,6,3.33,clear sky
1657,Santa Cruz,BO,-17.8,-63.1667,72.86,94,41,4.61,scattered clouds
1658,Berea,US,41.3662,-81.8543,36.9,89,20,0.0,few clouds
1659,Guadalupe Y Calvo,MX,26.1,-106.9667,44.49,60,8,4.79,clear sky
1660,Madras,IN,13.0878,80.2785,87.78,70,20,5.01,haze
1661,Toma,BF,12.7667,-2.8833,71.87,22,54,6.87,broken clouds
1662,Igdir,TR,39.9237,44.045,34.79,64,0,0.0,clear sky
1663,Shahdadkot,PK,27.8477,67.9055,79.27,15,0,4.18,clear sky
1664,Nesna,NO,66.1967,13.0213,20.39,74,74,18.34,broken clouds
1665,Havoysund,NO,70.9963,24.6622,21.43,79,96,15.46,overcast clouds
1666,Ulaangom,MN,49.9811,92.0667,12.7,81,6,0.85,clear sky
1667,Marzuq,YE,14.4,46.4667,67.24,23,0,6.17,clear sky
1668,Podujevo,XK,42.9106,21.1931,34.02,83,64,0.74,broken clouds
1669,Ascension,US,30.2169,-90.9001,60.8,95,90,0.0,mist
1670,Chake Chake,TZ,-5.2459,39.7666,82.74,71,84,1.14,light rain
1671,Mastung,PK,29.7994,66.845,55.94,22,0,0.81,clear sky
1672,Panvel,IN,18.9833,73.1,87.78,62,0,1.41,clear sky
1673,Conde,BR,-7.2597,-34.9075,78.26,89,20,5.75,few clouds
1674,Latung,PH,5.5,120.8833,83.01,70,100,2.93,light rain
1675,Tibirita,CO,5.0533,-73.5037,53.44,95,100,2.82,overcast clouds
1676,Talcahuano,CL,-36.7167,-73.1167,49.68,93,0,6.91,clear sky
1677,Zarubino,RU,42.63,131.0922,22.32,47,2,16.62,clear sky
1678,Manta,EC,-0.95,-80.7333,74.98,83,90,8.05,overcast clouds
1679,Challans,FR,46.8436,-1.8749,52.72,71,100,23.22,overcast clouds
1680,Buraydah,SA,26.326,43.975,55.85,31,100,5.37,overcast clouds
1681,Villazon,BO,-22.0866,-65.5942,49.77,75,100,9.93,overcast clouds
1682,Kamloops,CA,50.6665,-120.3192,29.39,82,90,9.22,overcast clouds
1683,Murray Bridge,AU,-35.1167,139.2667,74.46,51,0,15.66,clear sky
1684,Mazamari,PE,-11.3258,-74.5308,68.59,98,100,1.92,overcast clouds
1685,Bentiu,SS,9.2333,29.8333,91.17,20,15,10.42,few clouds
1686,Boyolangu,ID,-8.1181,111.8935,84.18,75,100,5.79,overcast clouds
1687,Navirai,BR,-23.065,-54.1906,70.81,56,1,7.0,clear sky
1688,Ayna,PE,-12.65,-73.9167,60.21,99,100,2.28,light rain
1689,Yokadouma,CM,3.5167,15.05,76.41,80,83,1.57,broken clouds
1690,Deoband,IN,29.7,77.6833,77.81,38,0,4.9,clear sky
1691,Abrau-Dyurso,RU,44.69,37.59,53.06,74,100,10.29,overcast clouds
1692,Taunggyi,MM,20.7833,97.0333,72.3,42,100,2.66,overcast clouds
1693,Olinda,BR,-8.0089,-34.8553,80.33,83,75,3.44,light rain
1694,Khromtau,KZ,50.2503,58.4347,31.77,96,98,10.42,overcast clouds
1695,Malinovskiy,RU,61.1953,62.8397,7.12,92,68,1.25,broken clouds
1696,Kenora,CA,49.8167,-94.4337,19.38,79,90,12.66,light snow
1697,Opunake,NZ,-39.4556,173.8583,63.63,84,100,9.82,overcast clouds
1698,Gomel,BY,52.4345,30.9754,28.38,93,40,15.66,scattered clouds
1699,Mandera,KE,3.9366,41.867,84.76,51,23,13.94,few clouds
1700,Mahon,ES,39.8885,4.2658,55.96,76,0,13.8,clear sky
1701,Khuzhir,RU,53.1939,107.3397,37.53,59,100,10.71,overcast clouds
1702,Willmar,US,45.1219,-95.0433,31.37,80,75,11.5,broken clouds
1703,Donskoye,RU,45.4552,41.9741,50.13,46,95,6.69,overcast clouds
1704,Moerai,PF,-22.4333,-151.3333,77.49,81,100,11.54,overcast clouds
1705,Carmen,MX,18.6333,-91.8333,75.65,84,4,10.85,clear sky
1706,Rodeo,US,38.033,-122.2669,55.9,85,90,5.01,overcast clouds
1707,Berbera,SO,10.4396,45.0143,81.19,54,0,9.55,clear sky
1708,Nautla,MX,20.2167,-96.7833,71.65,86,80,5.53,broken clouds
1709,Asosa,ET,10.0667,34.5333,78.76,27,0,8.37,clear sky
1710,Umea,SE,63.8284,20.2597,19.33,86,40,10.36,scattered clouds
1711,Tarnogskiy Gorodok,RU,60.4997,43.5761,10.47,94,100,11.07,snow
1712,Verkh-Usugli,RU,52.7,115.1667,18.75,90,22,2.3,few clouds
1713,Taksimo,RU,56.3444,114.8794,4.95,95,100,2.13,overcast clouds
1714,Roma,US,43.2128,-75.4557,33.66,72,90,4.61,overcast clouds
1715,Launceston,AU,-41.45,147.1667,66.79,32,0,5.01,clear sky
1716,Sovetskiy,RU,61.3614,63.5842,7.72,89,100,1.14,overcast clouds
1717,Blagoveshchenka,RU,52.8333,79.8667,23.38,90,97,14.03,overcast clouds
1718,Aripuana,BR,-9.1667,-60.6333,70.57,99,100,2.21,overcast clouds
1719,Linhares,BR,-19.3911,-40.0722,68.34,94,100,3.65,overcast clouds
1720,Monrovia,LR,6.3005,-10.7969,76.77,86,100,7.2,light rain
1721,Barao De Melgaco,BR,-16.1944,-55.9675,81.12,97,100,2.68,overcast clouds
1722,Skegness,GB,53.1436,0.3363,43.43,84,100,15.12,overcast clouds
1723,Jiangyou,CN,31.7667,104.7167,58.57,47,62,4.34,broken clouds
1724,Mattru,SL,7.6244,-11.8332,73.78,97,100,1.63,light rain
1725,Usinsk,RU,65.9939,57.5281,-19.01,100,63,5.5,broken clouds
1726,Garissa,KE,-0.4536,39.6401,83.95,61,11,7.92,few clouds
1727,Mahajanga,MG,-15.7167,46.3167,89.62,43,20,18.41,few clouds
1728,Weiser,US,44.251,-116.9693,34.0,83,74,2.13,broken clouds
1729,Victor Harbor,AU,-35.5667,138.6167,74.8,68,0,3.0,clear sky
1730,Sochaczew,PL,52.2294,20.2384,34.16,55,100,12.37,light snow
1731,Bodden Town,KY,19.2833,-81.25,79.93,91,23,5.01,few clouds
1732,Kilrush,IE,52.6397,-9.4833,42.55,63,98,29.33,overcast clouds
1733,Cascavel,BR,-24.9558,-53.4553,63.32,77,8,9.01,clear sky
1734,Kjollefjord,NO,70.9457,27.3465,21.25,73,61,13.11,broken clouds
1735,Sjenica,RS,43.2731,19.9994,19.15,97,61,2.75,broken clouds
1736,Kriel,ZA,-26.2739,29.2253,72.81,49,5,13.6,clear sky
1737,Kilakarai,IN,9.2333,78.7833,84.42,67,81,9.44,broken clouds
1738,Puerto Morazan,NI,12.8504,-87.1717,73.98,72,9,3.85,clear sky
1739,Kindu,CD,-2.95,25.95,77.83,81,100,1.03,overcast clouds
1740,Dondo,MZ,-19.6094,34.7431,87.31,43,0,6.51,clear sky
1741,Villa Union,MX,23.2,-106.2333,76.01,100,1,0.0,clear sky
1742,Isla Vista,US,34.4133,-119.861,56.82,76,90,9.22,overcast clouds
1743,Kismayo,SO,-0.3582,42.5454,84.31,66,77,12.97,broken clouds
1744,Marquette,US,46.5333,-87.6335,29.77,74,47,14.7,scattered clouds
1745,Soyaux,FR,45.65,0.2,54.19,95,90,14.97,light rain
1746,Gouyave,GD,12.1646,-61.7296,75.97,94,40,6.91,scattered clouds
1747,Iskar,BG,43.45,24.2667,40.78,75,100,2.59,overcast clouds
1748,Poshekhonye,RU,58.4993,39.1353,25.81,96,100,10.47,light snow
1749,Shu,KZ,43.5983,73.7614,52.65,49,100,1.05,overcast clouds
1750,Libreville,GA,0.3925,9.4537,73.42,100,20,6.91,few clouds
1751,Sherlovaya Gora,RU,50.5667,116.25,16.75,84,4,2.93,clear sky
1752,Qostanay,KZ,53.1667,63.5833,35.89,93,40,11.18,scattered clouds
1753,Zhangye,CN,38.9342,100.4517,43.09,26,0,4.38,clear sky
1754,Emerald,AU,-23.5333,148.1667,93.34,40,0,2.3,clear sky
1755,Nyagan,RU,62.1406,65.3936,3.34,97,100,2.89,overcast clouds
1756,Gravatai,BR,-29.9444,-50.9919,67.87,88,0,8.05,clear sky
1757,Nizhniy Kuranakh,RU,58.8353,125.4869,15.19,94,100,7.54,snow
1758,Jhalawar,IN,24.6,76.15,76.39,37,0,6.22,clear sky
1759,Zyryanka,RU,65.75,150.85,-27.94,99,58,7.49,broken clouds
1760,Ziro,IN,27.6333,93.8333,54.34,46,100,2.04,overcast clouds
1761,Marsala,IT,37.7966,12.4352,57.15,67,40,17.27,scattered clouds
1762,Kailaras,IN,26.3167,77.6167,75.94,39,0,4.43,clear sky
1763,Changli,CN,39.7042,119.1506,47.7,51,5,6.49,clear sky
1764,Orsha,BY,54.5153,30.4053,28.51,96,81,8.21,broken clouds
1765,Iwaki,JP,37.05,140.8833,53.02,73,75,1.99,broken clouds
1766,Gaoua,BF,10.2992,-3.2508,74.7,27,100,2.91,overcast clouds
1767,Champoton,MX,19.35,-90.7167,71.67,87,0,7.31,clear sky
1768,Tanggu,CN,39.0211,117.6469,57.16,27,0,1.41,clear sky
1769,Tulun,RU,54.5611,100.5792,34.02,67,22,12.91,few clouds
1770,Lincoln,US,40.8,-96.667,40.44,80,1,1.99,clear sky
1771,Podporozhye,RU,60.9112,34.1706,13.5,89,100,10.96,overcast clouds
1772,Chahal,GT,15.75,-89.5667,67.51,96,92,1.1,overcast clouds
1773,Carballo,ES,43.213,-8.691,58.01,95,85,8.72,overcast clouds
1774,Pierre,US,44.3683,-100.351,35.06,74,90,5.01,overcast clouds
1775,Kunya,NG,12.2233,8.5325,59.16,72,3,0.0,haze
1776,Miles City,US,46.4083,-105.8406,32.5,64,90,6.91,overcast clouds
1777,Narsimhapur,IN,22.95,79.2,79.12,30,2,6.24,clear sky
1778,Ronda,ES,36.7423,-5.1671,47.3,56,0,5.19,clear sky
1779,Shelopugino,RU,51.6514,117.5599,21.34,90,4,3.22,clear sky
1780,Kitimat,CA,54.0524,-128.6534,34.92,32,100,3.27,light rain
1781,Powell River,CA,49.8496,-124.5361,39.2,58,100,2.57,overcast clouds
1782,Shenzhen,CN,22.5455,114.0683,71.85,43,60,1.63,broken clouds
1783,Korneuburg,AT,48.35,16.3333,34.88,75,75,8.01,broken clouds
1784,Pinehurst,US,35.1954,-79.4695,56.59,75,1,5.75,clear sky
1785,Halmstad,SE,56.6745,12.8568,39.54,94,90,11.5,overcast clouds
1786,Joao Pinheiro,BR,-17.7425,-46.1725,65.43,94,25,9.86,scattered clouds
1787,Tjome,NO,59.1109,10.3933,27.43,88,90,10.36,light rain
1788,Carlisle,US,40.2015,-77.1889,44.35,70,100,1.5,overcast clouds
1789,Dawson Creek,CA,55.7666,-120.2362,-0.76,78,1,6.91,clear sky
1790,Barcelos,PT,41.5388,-8.6151,55.92,98,100,11.68,overcast clouds
1791,Krasnyy Kut,RU,50.95,46.9667,41.05,82,100,21.3,overcast clouds
1792,Morant Bay,JM,17.8815,-76.4093,78.42,83,100,12.71,overcast clouds
1793,Pointe Michel,DM,15.25,-61.3833,79.29,76,66,11.56,broken clouds
1794,Pimenta Bueno,BR,-11.6725,-61.1936,71.22,96,78,2.86,broken clouds
1795,Dukat,RU,62.55,155.55,-34.01,95,22,0.6,few clouds
1796,Brufut,GM,13.3814,-16.7518,68.09,83,100,0.0,overcast clouds
1797,Male,MV,4.1748,73.5089,85.95,74,75,10.36,broken clouds
1798,Itarsi,IN,22.6167,77.75,79.27,32,1,8.05,clear sky
1799,Maridi,SS,4.9158,29.4742,85.86,41,45,5.41,scattered clouds
1800,Akureyri,IS,65.6835,-18.0878,10.33,92,0,2.3,clear sky
1801,Sibolga,ID,1.7427,98.7792,86.14,67,81,4.03,broken clouds
1802,Campos Gerais,BR,-21.235,-45.7586,60.15,97,15,5.01,few clouds
1803,Coolum Beach,AU,-26.5333,153.1,81.34,76,0,8.55,clear sky
1804,Carauari,BR,-4.8828,-66.8958,71.98,99,90,1.79,overcast clouds
1805,Ilebo,CD,-4.3167,20.5833,77.47,84,94,2.35,overcast clouds
1806,Nassau,US,40.7507,-73.5829,40.71,63,1,1.01,clear sky
1807,Yeban,PH,17.022,121.9419,69.1,88,100,4.81,overcast clouds
1808,Tignere,CM,7.3667,12.65,75.81,32,52,1.9,broken clouds
1809,Ewa Beach,US,21.3156,-158.0072,71.55,63,1,8.01,clear sky
1810,Takoradi,GH,4.8845,-1.7554,81.1,79,86,5.17,overcast clouds
1811,Yatou,CN,37.15,122.3833,47.77,46,0,6.73,clear sky
1812,Guhagar,IN,17.4842,73.1929,83.14,69,11,6.22,few clouds
1813,Kaina,NG,12.6374,8.5873,59.68,25,15,5.14,few clouds
1814,Lengshuitan,CN,26.4111,111.5956,64.83,25,57,6.24,broken clouds
1815,Naron,ES,43.5167,-8.1528,57.04,87,50,13.35,scattered clouds
1816,Clarence Town,AU,-32.5833,151.7833,69.98,90,99,9.04,light rain
1817,Lethem,GY,3.3803,-59.7968,75.38,78,72,11.14,broken clouds
1818,Hereford,GB,52.0568,-2.7148,43.23,86,100,17.76,overcast clouds
1819,Mitsamiouli,KM,-11.3847,43.2844,88.09,62,20,11.5,few clouds
1820,Salvador,SV,13.8333,-88.9167,73.8,81,93,3.58,overcast clouds
1821,Tripoli,LY,32.8752,13.1875,60.3,60,100,19.42,overcast clouds
1822,Ovsyanka,RU,55.9575,92.5519,31.23,89,99,15.19,light snow
1823,Rosiile,RO,44.8667,23.9333,34.52,98,100,7.07,light rain
1824,Lakhtar,IN,22.85,71.7833,82.29,33,17,8.03,few clouds
1825,Kadungora,ID,-7.0899,107.8864,76.53,79,100,1.3,overcast clouds
1826,Yar-Sale,RU,66.8333,70.8333,-6.92,96,100,10.31,overcast clouds
1827,Wesselsbron,ZA,-27.8549,26.3658,62.67,85,100,9.33,light rain
1828,Novoye Leushino,RU,56.8073,40.5144,25.29,82,98,13.42,overcast clouds
1829,Mabaruma,GY,8.2,-59.7833,70.61,99,83,1.9,broken clouds
1830,Cece,HU,46.7706,18.6283,28.98,72,100,4.27,overcast clouds
1831,Hudson Bay,CA,52.85,-102.3842,0.68,98,12,4.9,few clouds
1832,Mkushi,ZM,-13.6202,29.3939,84.81,25,0,10.56,clear sky
1833,Ende,ID,-8.8432,121.6623,84.15,78,96,4.12,overcast clouds
1834,Kardla,EE,58.9978,22.7492,25.02,86,75,0.0,broken clouds
1835,Strezhevoy,RU,60.7333,77.5889,21.18,92,100,10.69,overcast clouds
1836,Mamallapuram,IN,12.6264,80.1722,87.85,49,100,3.2,overcast clouds
1837,Jiujiang,CN,29.7333,115.9833,61.07,27,100,5.3,overcast clouds
1838,Gillette,US,44.2911,-105.5022,33.24,93,1,5.75,clear sky
1839,Matay,EG,28.419,30.7792,63.39,46,100,1.81,overcast clouds
1840,Foumban,CM,5.7291,10.9001,70.68,51,99,1.61,overcast clouds
1841,Lamu,KE,-2.2717,40.902,86.22,69,93,8.28,overcast clouds
1842,Nanyang,CN,32.9947,112.5328,61.84,18,0,4.7,clear sky
1843,Encruzilhada,BR,-15.5314,-40.9094,66.02,99,92,2.33,overcast clouds
1844,Zeya,RU,53.75,127.2667,4.26,43,99,3.78,overcast clouds
1845,Odweyne,SO,9.4092,45.064,76.78,22,0,15.88,clear sky
1846,Bundaberg,AU,-24.85,152.35,84.49,54,0,12.66,clear sky
1847,Murchison,NZ,-41.8,172.3333,59.22,99,100,1.52,overcast clouds
1848,Yayva,RU,59.3303,57.2641,30.18,96,100,8.5,snow
1849,Beira,MZ,-19.8436,34.8389,87.89,70,20,9.22,few clouds
1850,Ambilobe,MG,-13.2,49.05,94.42,33,18,9.26,few clouds
1851,At-Bashi,KG,41.1702,75.8106,31.5,54,100,0.87,overcast clouds
1852,Pimentel,PE,-6.8367,-79.9342,64.36,91,93,10.83,overcast clouds
1853,Pachino,IT,36.7186,15.0907,44.64,73,59,12.73,broken clouds
1854,Zacapoaxtla,MX,19.8833,-97.5833,53.56,88,55,2.8,broken clouds
1855,Petrov Val,RU,50.1434,45.2096,40.91,81,100,17.38,light rain
1856,Katol,IN,21.2667,78.5833,79.36,30,5,7.7,clear sky
1857,Sorkjosen,NO,69.8,20.9333,11.01,86,5,16.13,clear sky
1858,Vanderhoof,CA,54.0166,-124.0198,24.19,64,100,2.39,overcast clouds
1859,Chik Ballapur,IN,13.4342,77.7242,81.21,58,53,5.53,broken clouds
1860,Nizwa,OM,22.9333,57.5333,75.87,36,0,4.56,clear sky
1861,Japura,ID,-0.3167,102.35,84.18,72,100,6.38,overcast clouds
1862,Estacion Coahuila,MX,32.1939,-115.0017,61.97,32,5,4.85,clear sky
1863,Jala,MX,21.0833,-104.4333,62.69,85,6,1.48,clear sky
1864,Khasan,RU,42.4308,130.6434,23.23,51,0,17.22,clear sky
1865,Trairi,BR,-3.2778,-39.2689,81.52,70,98,11.63,overcast clouds
1866,Gornopravdinsk,RU,60.05,69.9,14.95,92,40,7.2,scattered clouds
1867,Lalibela,ET,12.0333,39.0333,65.55,32,0,3.49,clear sky
1868,Mecca,SA,21.4267,39.8261,81.37,42,0,3.78,clear sky
1869,Boditi,ET,6.9667,37.8667,67.86,38,12,9.42,few clouds
1870,Santa Margherita Ligure,IT,44.3346,9.212,50.49,77,100,8.12,overcast clouds
1871,Lacolle,CA,45.0834,-73.3659,22.41,51,94,7.56,overcast clouds
1872,Dalby,AU,-27.1833,151.2667,84.9,47,26,1.01,scattered clouds
1873,Dzerzhinskoye,RU,56.8344,95.2283,29.08,75,99,15.88,overcast clouds
1874,Killybegs,IE,54.6333,-8.45,39.45,61,100,29.06,overcast clouds
1875,Nadym,RU,65.5333,72.5167,-7.11,88,100,4.72,overcast clouds
1876,Beohari,IN,24.05,81.3833,79.74,27,6,4.5,clear sky
1877,Cairns,AU,-16.9167,145.7667,95.07,62,100,20.71,overcast clouds
1878,Lakselv,NO,70.0513,24.9718,6.62,85,90,19.57,light snow
1879,Panzhihua,CN,26.5851,101.7128,62.67,69,93,3.67,overcast clouds
1880,Gubskaya,RU,44.3164,40.6358,49.33,52,37,4.5,scattered clouds
1881,Homestead,US,25.4687,-80.4776,73.99,88,1,0.0,clear sky
1882,Raisen,IN,23.3333,77.8,74.3,36,3,7.36,clear sky
1883,Glamoc,BA,44.0458,16.8486,21.83,88,93,2.98,overcast clouds
1884,Nazareno,MX,25.3833,-103.4167,65.14,55,2,1.97,clear sky
1885,Aros,NO,59.7031,10.5136,25.38,44,100,5.19,overcast clouds
1886,Eenhana,NA,-17.4667,16.3333,75.04,62,100,5.79,overcast clouds
1887,Rovaniemi,FI,66.5,25.7167,8.01,85,0,12.66,clear sky
1888,Mogosesti,RO,47.0333,27.5333,28.62,94,0,1.14,clear sky
1889,Jamkhandi,IN,16.5167,75.3,80.89,63,29,2.64,scattered clouds
1890,Altamira,BR,-3.2033,-52.2064,72.75,98,100,0.56,overcast clouds
1891,Antalaha,MG,-14.9003,50.2788,84.97,59,8,9.8,clear sky
1892,Buta,CD,2.7858,24.73,77.59,75,99,0.34,overcast clouds
1893,Haifa,IL,32.8156,34.9892,65.21,44,0,9.22,clear sky
1894,Valleyview,CA,55.0667,-117.2859,6.84,85,100,8.05,overcast clouds
1895,Caxito,AO,-8.5785,13.6643,76.87,92,100,1.19,light rain
1896,La Orilla,MX,17.9833,-102.2333,74.28,88,7,4.0,clear sky
1897,Ilam,NP,26.9167,87.9167,67.24,62,73,5.14,broken clouds
1898,Mwense,ZM,-10.3845,28.698,85.42,30,0,6.62,clear sky
1899,Bella Union,UY,-30.2752,-57.6007,63.16,76,85,10.29,overcast clouds
1900,Simitli,BG,41.8833,23.1167,45.0,96,100,5.73,overcast clouds
1901,Sann,PK,26.0418,68.1378,67.91,14,0,8.25,clear sky
1902,Cerro Largo,BR,-28.1486,-54.7381,65.75,78,8,6.49,clear sky
1903,Togur,RU,58.3631,82.8265,24.91,91,100,15.01,light snow
1904,Madison,US,34.7334,-86.5667,58.71,95,1,0.0,mist
1905,Alamogordo,US,32.8995,-105.9603,55.44,52,1,6.91,clear sky
1906,Preston,GB,53.7667,-2.7167,43.32,87,12,5.99,few clouds
1907,Sim,RU,54.993,57.6982,36.09,97,100,11.48,light rain
1908,Banyumas,ID,-7.5142,109.2942,83.61,73,92,8.79,overcast clouds
1909,Wala,CM,4.578,12.3154,74.25,77,95,0.87,overcast clouds
